  ISU IEM BUFKIT STATION LISTING 20230730 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------
NUM numbers must be sequential.      Coordinates are in decimal degrees.
------------------------------------------------------------------------

NUM,LAT,LON,ID,NAME,LOC,EL(m),NOTE
722596,   32.82,   -97.37,  KFTW, FORT WORTH/MEACHAM               , TX,       216 ,0 TAF 2-99
722600,   32.22,   -98.18,  KSEP, STEPHENVILLE/CLARK               , UA,       402 ,0 FORMER NA110
722610,   29.37,  -100.92,  KDRT, DEL RIO INTL (AUT)               , UA,       307 ,0 NA110 FOUS TAF 2-99
722620,   31.83,  -104.80,  GDP , GUADALUPE PASS AMOS              , TX,       1662,0 3-93
722630,   31.37,  -100.50,  KSJT, SAN ANGELO/MATHIS                , TX,       582 ,0 WSR88D 3-93 TAF 2-99
722636,   36.02,  -102.55,  KDHT, DALHART MUNICIPAL                , TX,       1216,0 FOUS 3-93 TAF 2-99
722640,   30.37,  -104.02,  MRF , MARFA MUNI (AMOS)                , TX,       1481,0 3-93
722650,   31.95,  -102.18,  KMAF, MIDLAND REGIONAL                 , UA,       872 ,0 NA110 FOUS TAF 2-99
722656,   31.78,  -103.20,  KINK, WINK/WINKLER CO.                 , TX,       859 ,0 TAF 2-99
722660,   32.41,   -99.68,  KABI, ABILENE MUNICIPAL                , TX,       546 ,0 TAF 2-99
722670,   33.65,  -101.82,  KLBB, LUBBOCK INTL ARPT                , TX,       988 ,0 FOUS TAF 2-99
722680,   33.30,  -104.53,  KROW, ROSWELL/INDUSTRIAL               , NM,       1118,0 TAF 2-99
722687,   32.33,  -104.27,  KCNM, CARLSBAD/CAVERN CTY              , NM,       1004,0 TAF 2-99
722688,   32.68,  -103.22,  KHOB, HOBBS/LEA CO.                    , NM,       1115,0 TAF 2-99
722690,   32.24,  -106.22,  WSD , WHITE SANDS                      , UA,       1207,0 FORMER 3-93
722695,   32.28,  -106.92,  KLRU, LAS CRUCES INTL                  , NM,       1358,0 TAF 8-09
722700,   31.80,  -106.40,  KELP, EL PASO INTL ARPT                , TX,       1194,0 TAF 2-99
722710,   33.23,  -107.27,  KTCS, TRUTH OR CONSEQUENC              , NM,       1481,0 TAF 2-99
722725,   32.27,  -107.72,  KDMN, DEMING MUNICIPAL                 , NM,       1313,0 TAF 2-99
722730,   31.57,  -110.33,  FHU , FORT HUACHUCA                    , UA,       4717,0 FORMER 3-93
722735,   31.47,  -109.60,  KDUG, DOUGLAS BISBEE INTL              , AZ,       1265,0 TAF 2-99
722740,   32.12,  -110.93,  KTUS, TUCSON INTL AIRPORT              , UA,       779 ,0 NA110 TAF 2-99
722780,   33.43,  -112.02,  KPHX, PHOENIX/SKY HARBOR               , AZ,       337 ,0 FOUS TAF 2-99
722800,   32.65,  -114.60,  KYUM, YUMA INTL AIRPORT                , AZ,       63  ,0 WSR88D 3-93 TAF 2-99
722865,   34.05,  -117.60,  KONT, ONTARIO INTL ARPT                , CA,       287 ,0 TAF 2-99
722868,   33.83,  -116.50,  KPSP, PALM SPRINGS RGNL                , CA,       141 ,0 TAF 2-99
722880,   34.20,  -118.35,  KBUR, BURBANK/GLENDALE                 , CA,       236 ,0 TAF 2-99
722886,   34.22,  -118.48,  KVNY, VAN NUYS AIRPORT                 , CA,       244 ,0 TAF 2-99
722897,   35.23,  -120.63,  KSBP, SAN LUIS OBISPO                  , CA,       64  ,0 TAF 2-99
722900,   32.73,  -117.17,  KSAN, SAN DIEGO/LINDBERG               , CA,       9   ,0 TAF 2-99
722904,   32.57,  -116.98,  KSDM, SAN DIEGO/BROWN FLD              , CA,       160 ,0 METAR/TAF 2-99
722910,   33.25,  -119.45,  KNSI, SAN NICOLAS ISLAND               , UA,       10  ,0
722927,   33.13,  -117.28,  KCRQ, CARLSBAD                         , CA,       328 ,0 TAF 1-01
722930,   32.85,  -117.12,  NKX , MIRAMAR NAS                      , UA,       128 ,0 NA110 3-93
722950,   33.93,  -118.40,  KLAX, LOS ANGELES INTL                 , CA,       32  ,0 FOUS TAF 2-99
722970,   33.82,  -118.15,  KLGB, LONG BEACH AIRPORT               , CA,       12  ,0 TAF 2-99
722977,   33.68,  -117.87,  KSNA, SANTA ANA/JON-WAYNE              , CA,       16  ,0 WRGN 8-97 TAF 2-99
723013,   34.27,   -77.90,  KILM, WILMINGTON/NEW HAN               , NC,       10  ,0 TAF 2-99
723030,   35.17,   -79.02,  KPOB, POPE AFB                         , NC,       66  ,0 FOUS 3-93
723035,   34.98,   -78.87,  KFAY, FAYETTEVILLE RGNL                , NC,       58  ,0 TAF 2-99
723040,   35.27,   -75.55,  KHAT, CAPE HATTERAS                    , UA,       3   ,0 FORMER NA110 FOUS
723050,   34.78,   -76.87,  KMHX, NEWPORT                          , UA,       11  ,0 NA110 WSR88D 2-95
723060,   35.87,   -78.78,  KRDU, RALEIGH-DURHAM                   , NC,       134 ,0 FOUS TAF 2-99
723065,   35.64,   -77.39,  KPGV, GREENVILLE                       , NC,       8   ,0 TAF 1-11
723066,   35.33,   -77.97,  KGSB, SEYMOUR-JOHNSON AFB              , NC,       33  ,0 Usr Rqst 2-13
723068,   35.84,   -77.90,  KRWI, ROCKY MOUNT-WILSON               , NC,       48  ,0 TAF 2-99
723069,   34.82,   -77.61,  KOAJ, JACKSONVILLE                     , NC,       29  ,0 TAF 1-11
723070,   36.82,   -72.10,  NTU , ANA NAS/SOUC                     , EK,       7   ,0
723080,   36.90,   -76.19,  KORF, NORFOLK INTL ARPT                , VA,       9   ,0 FOUS TAF 2-99
723086,   37.13,   -76.50,  KPHF, NEWPORT NEWS                     , VA,       13  ,0 TAF 2-99
723090,   34.90,   -76.88,  NKT , RRY POINT                        , AS,       9   ,0
723095,   35.07,   -77.05,  KEWN, NEW BERN/CRAVEN CO               , NC,       6   ,0 TAF 2-99
723100,   33.95,   -81.12,  KCAE, COLUMBIA METRO                   , SC,       69  ,0 FOUS TAF 2-99
723106,   34.18,   -79.72,  KFLO, FLORENCE REGIONAL                , SC,       45  ,0 TAF 2-99
723110,   33.95,   -83.32,  KAHN, ATHENS MUNICIPAL                 , UA,       247 ,0 FORMER NA110 TAF 2-99
723119,   34.84,   -82.35,  KGMU, GREENVILLE DOWNTOWN              , SC,       319 ,0 TAF 2-99
723120,   34.90,   -82.22,  KGSP, GREENVILLE/SPARTANB              , SC,       296 ,0 WSO 5-94 TAF 2-99
723125,   34.50,   -82.72,  KAND, ANDERSON CO AIRPORT              , SC,       238 ,0 TAF 2-99
723140,   35.22,   -80.93,  KCLT, CHARLOTTE/DOUGLAS                , NC,       234 ,0 TAF 2-99
723145,   35.73,   -81.37,  KHKY, HICKORY REGIONAL                 , NC,       362 ,0 TAF 2-99
723150,   35.43,   -82.55,  KAVL, ASHEVILLE MUNICIPAL              , NC,       661 ,0 FOUS 3-93 TAF 2-99
723170,   36.08,   -79.94,  KGSO, GREENSBORO/PIEDMONT              , UA,       270 ,0 NA110 TAF 2-99
723180,   37.21,   -80.41,  KRNK, BLACKSBURG/ROANOKE               , VA,       653 ,0 3-02
723183,   36.48,   -82.40,  KTRI, BRISTOL/TRI-CITY                 , TN,       463 ,0 TAF 2-99
723193,   36.13,   -80.22,  KINT, WINSTON-SALEM/SMITH              , NC,       296 ,0 TAF 2-99
723230,   34.65,   -86.77,  KHSV, HUNTSVILLE/MADISON               , AL,       196 ,0 3-93 TAF 2-99
723235,   34.75,   -87.62,  KMSL, MUSCLE SHOALS RGNL               , AL,       168 ,0 TAF 2-99
723240,   35.03,   -85.20,  KCHA, CHATTANOOGA/LOVELL               , TN,       210 ,0 TAF 2-99
723260,   35.82,   -83.98,  KTYS, KNOXVILLE MUNICIPAL              , TN,       299 ,0 TAF 2-99
723265,   35.95,   -85.08,  KCSV, CROSSVILLE MEMORIAL              , TN,       573 ,0 TAF 2-99
723270,   36.13,   -86.68,  KBNA, NASHVILLE METRO                  , TN,       180 ,0 TAF 2-99
723320,   34.27,   -88.77,  KTUP, TUPELO/C.D. LEMONS               , MS,       110 ,0 TAF 2-99
723340,   35.05,   -90.00,  KMEM, MEMPHIS INTL ARPT                , TN,       87  ,0 FOUS TAF 2-99
723346,   35.59,   -88.92,  KMKL, JACKSON/MCKELLAR                 , TN,       132 ,0 3-93 TAF 2-99
723400,   34.83,   -92.25,  KLZK, NORTH LITTLE ROCK                , UA,       165 ,0 NA110 FOUS(LIT)
723403,   34.73,   -92.23,  KLIT, LITTLE ROCK/ADAMS                , AR,       79  ,0 TAF 2-99
723407,   35.83,   -90.65,  KJBR, JONESBORO MUNICIPAL              , AR,       80  ,0 TAF 2-99
723415,   34.48,   -93.10,  KHOT, HOT SPRINGS                      , AR,       165 ,0 TAF 2-99
723417,   34.18,   -91.93,  KPBF, PINE BLUFF/GRIDER                , AR,       63  ,0 TAF 2-99
723418,   33.45,   -93.98,  KTXK, TEXARKANA RGNL/WEBB              , AR,       119 ,0 TAF 2-99
723419,   33.22,   -92.80,  KELD, EL DORADO/GOODWIN                , AR,       77  ,0 3-93 TAF 2-99
723440,   35.33,   -94.37,  KFSM, FORT SMITH MUNI                  , AR,       141 ,0 TAF 2-99
723445,   36.00,   -94.17,  KFYV, FAYETTEVILLE/DRAKE               , AR,       381 ,0 3-93 TAF 2-99
723446,   36.27,   -93.15,  KHRO, HARRISON/BOONE CO.               , AR,       416 ,0 TAF 2-99
723447,   36.20,   -92.47,  FLP , FLIPPIN                          , AR,       350 ,0 Weiss 2-99
723448,   35.73,   -91.65,  KBVX, BATESVILLE (AWOS)                , AR,       141 ,0 MOS/Weiss 2-99
723480,   36.88,   -91.90,  KUNO, WEST PLAINS                      , MO,       9999,0
723489,   37.23,   -89.57,  KCGI, CAPE GIRARDEAU MUNI              , MO,       104 ,0 TAF 2-99
723490,   36.91,   -94.02,  KHFJ, MONETT                           , UA,       438 ,0 FORMER NA110
723495,   37.15,   -94.50,  KJLN, JOPLIN REGIONAL                  , MO,       299 ,0 TAF 2-99
723510,   33.98,   -98.50,  KSPS, WICHITA FALLS/SHEP               , TX,       314 ,0 FOUS 3-93 TAF 2-99
723525,   34.98,   -99.05,  KHBR, HOBART MUNICIPAL                 , OK,       477 ,0 TAF 2-99
723526,   35.33,   -99.20,  KCSM, CLINTON-SHERMAN (ASOS)           , OK,       586 ,0 TAF 8-09
723527,   36.30,   -99.77,  KGAG, GAGE/SHATTUCK                    , OK,       678 ,0 TAF 2-99
723530,   35.40,   -97.60,  KOKC, OKLAHOMA CITY(AWOS)              , OK,       397 ,0 FOUS TAF 2-99
723546,   36.73,   -97.10,  KPNC, PONCA CITY MUNI                  , OK,       307 ,0 TAF 2-99
723550,   34.60,   -98.40,  FSI , FORT SILL                        , UA,       360 ,0
723555,   34.30,   -97.02,  ADM , ARDMORE MUNICIPAL                , OK,       232 ,0 3-93
723560,   36.20,   -95.90,  KTUL, TULSA INTL ARPT(AW)              , OK,       206 ,0 TAF 2-99
723565,   36.76,   -96.01,  KBVO, BARTLESVILLE                     , OK,       9999,0
723566,   34.88,   -95.78,  KMLC, MC ALESTER REGIONAL              , OK,       235 ,0 3-93 TAF 2-99
723570,   35.23,   -97.47,  OUN , NORMAN                           , UA,       358 ,0 NA110 3-93
723604,   34.43,  -100.28,  KCDS, CHILDRESS MUNICIPAL              , TX,       595 ,0 3-93 TAF 2-99
723627,   35.52,  -108.78,  KGUP, GALLUP MUNI/CLARKE               , NM,       1972,0 TAF 2-99
723630,   35.23,  -101.70,  KAMA, AMARILLO ARPT(AWOS)              , UA,       1099,0 NA110 TAF 2-99
723640,   31.87,  -106.70,  KEPZ, SANTA TERESA                     , UA,       1252,0 7-97
723650,   35.05,  -106.62,  KABQ, ALBUQUERQUE INTL                 , UA,       1620,0 NA110 FOUS TAF 2-99
723656,   35.62,  -106.08,  KSAF, SANTA FE CO. MUNI                , NM,       1934,0 TAF 2-99
723658,   36.75,  -108.23,  KFMN, FARMINGTON REGIONAL              , NM,       1677,0 TAF 2-99
723676,   35.18,  -103.60,  KTCC, TUCUMCARI MUNICIPAL              , NM,       1239,0 TAF 2-99
723677,   35.65,  -105.15,  KLVS, LAS VEGAS MUNICIPAL              , NM,       2095,0 FOUS 3-93 TAF 2-99
723700,   35.27,  -113.95,  IGM , KINGMAN (ASOS)                   , AZ,       1033,0 WRGN 8-97
723710,   36.93,  -111.45,  KPGA, PAGE MUNI (AMOS)                 , AZ,       1304,0 WRGN 2-99 ALSO_MOS 2-99
723720,   34.53,  -112.47,  PRC , PRESCOTT                         , AZ,       1633,0 WRGN 8-97
723723,   34.65,  -112.42,  KPRC, PRESCOTT/LOVE FLD                , AZ,       1537,0 TAF 2-99
723740,   35.02,  -110.73,  KINW, WINSLOW (AUT)                    , AZ,       1488,0 TAF 2-99
723747,   34.27,  -110.00,  SOW , SHOW LOW MUNICIPAL               , AZ,       1954,0 WRGN 2-99
723754,   34.51,  -109.38,  SJN , ST. JOHNS AIR PARK               , AZ,       1745,0 WRGN 2-99
723755,   35.13,  -111.67,  KFLG, FLAGSTAFF (AMOS)                 , AZ,       2137,0 TAF 2-99
723760,   35.23,  -111.82,  FLG , FLAGSTAFF                        , UA,       2192,0 NA110
723783,   35.95,  -112.15,  KGCN, GRAND CANYON PARK                , AZ,       2014,0 WRGN 8-97 TAF 2-99
723805,   34.77,  -114.62,  KEED, NEEDLES AIRPORT                  , CA,       302 ,0 TAF 2-99
723810,   34.92,  -117.90,  EDW , EDWARDS AFB                      , UA,       724 ,0 NASA-JSC FOUS
723815,   34.84,  -116.78,  KDAG, BARSTOW-DAGGETT                  , CA,       587 ,0 TAF 2-99
723816,   34.73,  -118.22,  KWJF, LANCASTER/FOX FIELD              , CA,       715 ,0 TAF 2-99
723820,   34.63,  -118.08,  KPMD, PALMDALE PRODUCTION              , CA,       774 ,0 TAF 2-99
723840,   35.43,  -119.05,  KBFL, BAKERSFIELD/MEADOWS              , CA,       150 ,0 TAF 2-99
723860,   36.08,  -115.17,  KLAS, LAS VEGAS/MCCARRAN               , NV,       664 ,0 FOUS TAF 2-99
723870,   36.62,  -116.02,  KDRA, MERCURY/DESERT ROCK              , UA,       1009,0 NA110 FOUS(UCC) TAF 2-99
723890,   36.77,  -119.72,  KFAT, FRESNO AIR TERMINAL              , CA,       100 ,0 FOUS TAF 2-99
723910,   34.12,  -119.12,  NTD , PT MUGU NAWS                     , UA,       2   ,0 FORMER
723925,   34.43,  -119.83,  KSBA, SANTA BARBARA MUNI               , CA,       3   ,0 WRGN 8-97 TAF 2-99
723930,   34.75,  -120.57,  VBG , VANDENBERG AFB                   , UA,       100 ,0 NA110 FOUS(PROF)
723940,   34.90,  -120.45,  KSMX, SANTA MARIA PUBLIC               , CA,       73  ,0 TAF 2-99
723965,   35.66,  -120.63,  KPRB, PASO ROBLES MUNI                 , CA,       255 ,0 TAF 2-99
724010,   37.50,   -77.33,  KRIC, RICHMOND/BYRD FIELD              , VA,       54  ,0 TAF 2-99
724016,   38.13,   -78.44,  KCHO, CHARLOTTESVILLE                  , VA,       195 ,0 3-93 TAF 2-99
724017,   37.35,   -78.43,  KFVX, FARMVILLE                        , VA,       125 ,0 Usr Rqst 3-00
724020,   37.93,   -75.48,  WAL , WALLOPS ISLAND STN (ASO          , VA,       41  ,0 NA110
724030,   38.95,   -77.44,  KIAD, WASHINGTON/DULLES                , VA,       98  ,0 NA110 TAF 2-99
724040,   38.28,   -76.40,  NHK , PATUXENT RIVER NAS               , MD,       12  ,0 T. Salem 2-99
724045,   38.33,   -75.51,  KSBY, SALISBURY REGIONAL               , MD,       16  ,0 TAF 2-99
724050,   38.84,   -77.03,  KDCA, WASHINGTON/NATIONAL              , VA,       20  ,0 FOUS TAF 2-99
724060,   39.18,   -76.67,  KBWI, BALTIMORE/WASH INTL              , MD,       47  ,0 TAF 2-99
724066,   39.70,   -77.73,  HGR , HAGERSTOWN REGIONAL (AS          , MD,       215 ,0 L. Still 2-99
724067,   39.33,   -76.42,  KMTN, BALTIMORE/MARTIN                 , MD,       7   ,0 TAF 2-99
724070,   39.45,   -74.57,  KACY, ATLANTIC CITY INTL               , UA,       20  ,0 FORMER NA110 TAF 2-99
724075,   39.37,   -75.07,  KMIV, MILLVILLE MUNICIPAL              , NJ,       25  ,0 TAF 2-99
724080,   39.88,   -75.25,  KPHL, PHILADELPHIA INTL                , PA,       9   ,0 FOUS TAF 2-99
724085,   40.08,   -75.01,  KPNE, PHILADELPHIA NE                  , PA,       37  ,0 TAF 2-99
724089,   39.68,   -75.60,  KILG, WILMINGTON AIRPORT               , DE,       24  ,0 TAF 2-99
724095,   40.28,   -74.82,  KTTN, TRENTON/MERCER CO.               , NJ,       65  ,0 Usr Rqst 3-00
724096,   40.02,   -74.60,  KWRI, MCGUIRE AFB                      , NJ,       9999,0
724097,   40.80,   -74.42,  KMMU, MORRISTOWN MUNI                  , NJ,       57  ,0 METAR/TAF 2-99
724100,   37.33,   -79.19,  KLYH, LYNCHBURG/P. GLENN               , VA,       286 ,0 TAF 2-99
724106,   36.57,   -79.33,  KDAN, DANVILLE REGIONAL                , VA,       174 ,0 TAF 2-99
724110,   37.32,   -79.97,  KROA, ROANOKE MUNICIPAL                , VA,       358 ,0 FOUS TAF 2-99
724120,   37.78,   -81.12,  KBKW, BECKLEY MEMORIAL                 , WV,       766 ,0 TAF 2-99
724125,   37.30,   -81.19,  KBLF, BLUEFIELD/MERCER CO              , WV,       871 ,0 TAF 2-99
724127,   37.87,   -80.40,  KLWB, LEWISBURG/GREENBRIE              , WV,       702 ,0 TAF 2-99
724140,   38.37,   -81.60,  KCRW, CHARLESTON/KANAWHA               , WV,       299 ,0 TAF 2-99
724170,   38.88,   -79.85,  KEKN, ELKINS/RANDOLPH FLD              , WV,       609 ,0 3-93 TAF 2-99
724175,   39.30,   -80.23,  KCKB, CLARKSBURG/BENEDUM               , WV,       367 ,0 TAF 2-99
724176,   39.65,   -79.92,  KMGW, MORGANTOWN/HART FLD              , WV,       380 ,0 TAF 2-99
724177,   39.40,   -77.98,  KMRB, MARTINSBURG RGNL                 , WV,       170 ,0 T. Salem 2-99 TAF 2-99
724210,   39.05,   -84.67,  KCVG, CINCINNATI/COVINGTO              , KY,       267 ,0 WSR88D 3-93 TAF 2-99
724220,   38.03,   -84.60,  KLEX, LEXINGTON/BLUEGRASS              , KY,       301 ,0 TAF 2-99
724230,   38.18,   -85.73,  KSDF, LOUISVILLE/STANDIFO              , KY,       149 ,0 FOUS TAF 2-99
724236,   37.59,   -83.32,  KJKL, JACKSON/J. CARROLL               , KY,       421 ,0 MOS/Weiss 2-99
724237,   37.75,   -87.16,  KOWB, OWENSBORO                        , KY,       9999,0
724240,   37.91,   -85.97,  KFTK, FORT KNOX/GOODMAN FLD            , KY,       9999,0
724243,   37.08,   -84.08,  KLOZ, LONDON-CORBIN ARPT               , KY,       369 ,0 3-93 TAF 2-99
724250,   38.37,   -82.55,  KHTS, HUNTINGTON/TRI STAT              , WV,       255 ,0 FORMER NA110 TAF 2-99
724260,   39.42,   -83.83,  ILN , WILMINGTON                       , UA,       317 ,0 NA110 2-96
724273,   39.34,   -81.43,  KPKB, PARKERSBURG/WILSON               , WV,       262 ,0 TAF 2-99
724275,   40.18,   -80.65,  KHLG, WHEELING/OHIO CO.                , WV,       365 ,0 TAF 2-99
724280,   40.00,   -82.88,  KCMH, PORT COLUMBUS INTL               , OH,       249 ,0 TAF 2-99
724285,   39.82,   -82.93,  KLCK, COLUMBUS/RICKENBACKER            , OH,       227 ,0 TAF 8-09
724286,   39.95,   -81.90,  KZZV, ZANESVILLE MUNI                  , OH,       274 ,0 TAF 2-99
724290,   39.90,   -84.20,  KDAY, DAYTON/JAMES M COX               , OH,       306 ,0 DiStefano 2-99 TAF 2-99
724297,   39.09,   -84.42,  KLUK, CINCINNATI/LUNKIN                , OH,       147 ,0 TAF 2-99
724320,   38.05,   -87.53,  KEVV, EVANSVILLE REGIONAL              , IN,       118 ,0 TAF 2-99
724330,   38.65,   -88.97,  SLO , SALEM                            , IL,       175 ,0
724336,   37.78,   -89.25,  KMDH, CARBONDALE                       , IL,       9999,0
724340,   38.75,   -90.37,  KSTL, ST. LOUIS/LAMBERT                , MO,       172 ,0 TAF 2-99
724345,   38.66,   -90.65,  KSUS, SPIRIT OF ST LOUIS               , MO,       141 ,0 TAF 2-99
724350,   37.07,   -88.77,  KPAH, PADUCAH/BARKLEY                  , UA,       120 ,0 FORMER WSR88D NA110 TAF 2-99
724373,   39.45,   -87.32,  KHUF, TERRE HAUTE/HULMAN               , IN,       178 ,0 TAF 2-99
724375,   39.15,   -86.62,  KBNG, BLOOMINGTON/MONROE (ASO          , IN,       258 ,0 SPC 8-09
724380,   39.73,   -86.27,  KIND, INDIANAPOLIS INTL                , IN,       246 ,0 FOUS TAF 2-99
724386,   40.41,   -86.93,  KLAF, LAFAYETTE/PURDUE U               , IN,       185 ,0 TAF 2-99
724390,   39.84,   -89.67,  KSPI, SPRINGFIELD/CAPITAL              , IL,       187 ,0 TAF 2-99
724396,   39.95,   -91.20,  KUIN, QUINCY MUNI/BALDWIN              , IL,       234 ,0 TAF 2-99
724397,   40.48,   -88.92,  KBMI, BLOOMINGTON/NORMAL               , IL,       267 ,0 Usr Rqst 2-12
724398,   40.12,   -87.60,  KDNV, DANVILLE/VERMILLION AP           , IL,       9999,0
724400,   37.23,   -93.38,  KSGF, SPRINGFLD MUNI(AWS)              , MO,       387 ,0 GCIP 9-95 TAF 2-99
724450,   38.82,   -92.22,  KCOU, COLUMBIA REGIONAL                , MO,       274 ,0 TAF 2-99
724454,   37.77,   -90.43,  KFAM, FARMINGTON AIRPORT               , MO,       288 ,0 MOS/Weiss 2-99
724456,   38.13,   -91.77,  KVIH, ROLLA/VICHY AIRPORT              , MO,       350 ,0 Usr Rqst 11-11
724460,   39.32,   -94.72,  KMCI, KANSAS CITY INTL                 , MO,       312 ,0 TAF 2-99
724463,   39.12,   -94.60,  KMKC, KANSAS CITY MUNI                 , MO,       231 ,0 TAF 2-99
724490,   39.77,   -94.92,  KSTJ, ST JOSEPH/ROSECRANS              , MO,       249 ,0 TAF 2-99
724500,   37.65,   -97.43,  KICT, WICHITA/CONTINE(AW)              , KS,       408 ,0 TAF 2-99
724506,   38.07,   -97.87,  KHUT, HUTCHINSON MUNI                  , KS,       470 ,0 TAF 2-99
724507,   37.66,   -95.48,  KCNU, CHANUTE/MARTIN JOHN              , KS,       305 ,0 TAF 2-99
724510,   37.77,   -99.97,  KDDC, DODGE CITY(AWOS)                 , UA,       790 ,0 NA110 FOUS TAF 2-99
724515,   37.93,  -100.72,  KGCK, GARDEN CITY MUNI                 , KS,       881 ,0 TAF 2-99
724516,   37.04,  -100.97,  KLBL, LIBERAL                          , KS,       9999,0
724517,   38.34,   -98.86,  KGBD, GREAT BEND                       , KS,       9999,0
724518,   38.85,   -99.27,  KHYS, HAYS MUNI (AWOS)                 , KS,       609 ,0 3-93
724520,   37.27,   -98.55,  KP28, MEDICINE LODGE                   , KS,       9999,0
724555,   39.13,   -96.67,  KMHK, MANHATTAN MUNICIPAL              , KS,       322 ,0 TAF 2-99
724556,   38.33,   -96.19,  KEMP, EMPORIA                          , KS,       453 ,0 NWS TOP 11-2010
724560,   39.07,   -95.62,  KTOP, TOPEKA/BILLARD MUNI              , UA,       270 ,0 NA110 FOUS TAF 2-99
724565,   38.95,   -95.67,  KFOE, TOPEKA/FORBES FIELD              , KS,       329 ,0 TAF 2-99
724580,   39.55,   -97.65,  KCNK, CONCORDIA/BLOSSER                , KS,       453 ,0 NWS TOP 11-2010
724585,   38.87,   -98.82,  KRSL, RUSSELL MUNICIPAL                , KS,       568 ,0 TAF 2-99
724586,   38.80,   -97.65,  KSLN, SALINA MUNICIPAL                 , KS,       388 ,0 TAF 2-99
724604,   37.01,  -101.88,  KEHA, ELKHART                          , KS,       9999,0
724620,   37.45,  -105.87,  KALS, ALAMOSA MUNI(AWOS)               , CO,       2299,0 TAF 2-99
724625,   37.15,  -107.75,  KDRO, DURANGO/LA PLATA CO              , CO,       2038,0 TAF 2-99
724627,   37.95,  -107.90,  KTEX, TELLURIDE                        , CO,       9999,0
724635,   38.05,  -103.52,  LHX , LA JUNTA MUNICIPAL (ASO          , CO,       1292,0 SOO 8-97
724636,   38.07,  -102.68,  LAA , LAMAR MUNICIPAL (ASOS)           , CO,       1129,0 SOO 8-97
724640,   38.28,  -104.52,  KPUB, PUEBLO MEMORIAL(AW)              , CO,       1439,0 TAF 2-99
724650,   39.37,  -101.70,  KGLD, GOODLAND/RENNER(AW)              , KS,       1124,0 TAF 2-99
724655,   39.38,   -99.83,  KHLC, HILL CITY                        , KS,       9999,0
724660,   38.82,  -104.72,  KCOS, COLORADO SPRINGS                 , CO,       1881,0 TAF 2-99
724666,   39.57,  -104.85,  KAPA, DENVER/CENTENNIAL                , CO,       1793,0 TAF 2-99
724675,   39.65,  -106.92,  KEGE, EAGLE CO. REGIONAL               , CO,       1993,0 TAF 2-99
724676,   39.22,  -106.87,  KASE, ASPEN/SARDY FIELD                , CO,       2382,0 TAF 2-99
724677,   38.53,  -106.93,  KGUC, GUNNISON CO. (AWOS)              , UA,       2339,0 FORMER TAF 2-99
724680,   38.70,  -104.77,  FCS , FORT CARSON                      , CO,       1789,0
724690,   39.75,  -104.87,  DEN , DENVER/STAPLETON                 , UA,       1611,0 NA110 FOUS
724698,   40.17,  -103.22,  AKO , AKRON/WASHINGTON CO ASO          , CO,       1431,0 SPC 8-09
724699,   39.91,  -105.12,  KBJC, BROOMFIELD/JEFFCO                , CO,       1724,0 TAF 2-99
724700,   39.62,  -110.75,  PUC , PRICE/CARBON (ASOS)              , UT,       1805,0 NWS SLC 4-05
724723,   37.62,  -109.47,  4BL , BLANDING                         , UT,       1840,0 WRGN 8-97
724735,   38.37,  -110.72,  4HV , HANKSVILLE                       , UT,       1314,0 Weiss 2-99
724754,   37.08,  -113.60,  KSGU, SAINT GEORGE (AWOS)              , UT,       896 ,0 MOS/Weiss 2-99
724755,   37.70,  -113.10,  KCDC, CEDAR CITY MUNI                  , UT,       1714,0 TAF 2-99
724756,   37.70,  -112.15,  KBCE, BRYCE CANYON                     , UT,       2312,0 TAF 2-99
724760,   39.12,  -108.53,  KGJT, GRAND JUNCTION                   , UA,       1475,0 NA110 FOUS TAF 2-99
724765,   38.50,  -107.90,  KMTJ, MONTROSE CO. ARPT                , CO,       1755,0 TAF 2-99
724767,   37.30,  -108.67,  KCEZ, CORTEZ                           , CO,       9999,0
724768,   40.43,  -104.63,  KGXY, GREELEY                          , CO,       9999,0
724769,   40.45,  -105.01,  KFNL, FORT COLLINS/LOVELAND            , CO,       9999,0
724773,   39.00,  -110.17,  U28 , GREEN RIVER RANGE                , UT,       1241,0 WRGN 8-97
724776,   38.76,  -109.75,  KCNY, MOAB/CANYONLANDS                 , UT,       9999,0
724795,   39.33,  -112.58,  U24 , DELTA                            , UT,       1414,0 Weiss 2-99
724796,   41.78,  -111.85,  KLGU, LOGAN-CACHE AIRPORT              , UT,       1358,0 TAF 3-01
724800,   37.37,  -118.37,  KBIH, BISHOP AIRPORT                   , CA,       1263,0 WRGN 8-97 TAF 2-99
724815,   37.28,  -120.52,  KMCE, MERCED/MACREADY FLD              , CA,       47  ,0 TAF 2-99
724830,   38.52,  -121.50,  KSAC, SACRAMENTO/EXECUTIV              , CA,       8   ,0 TAF 2-99
724835,   38.55,  -121.30,  KMHR, MATHER FIELD                     , CA,       29  ,0 TAF 8-09
724839,   38.70,  -121.58,  KSMF, SACRAMENTO METRO                 , CA,       7   ,0 TAF 2-99
724855,   38.05,  -117.08,  KTPH, TONOPAH AIRPORT                  , NV,       1654,0 TAF 2-99
