  ISU IEM BUFKIT STATION LISTING 20230730 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------
NUM numbers must be sequential.      Coordinates are in decimal degrees.
------------------------------------------------------------------------

NUM,LAT,LON,ID,NAME,LOC,EL(m),NOTE
704890,   53.90,  -166.55,  PADU, DUTCH HARBOR                     , AK,       4   ,0 METAR/TAF 2-99
710310,   51.93,  -131.02,  CWZV, CAPE ST JAMES                    , BC,       92  ,0 3-93
710430,   65.28,  -126.75,  CYVQ, NORMAN WELLS                     , UA,       95  ,0 3-93
710513,   72.00,  -125.28,  CYSY, SACHS HARBOUR ARPT               , NT,       86  ,0 3-93
710680,   56.23,  -117.43,  CYPE, PEACE RIVER AIRPORT              , AB,       571 ,0 MAGS 9-95
710720,   76.23,  -119.33,  CYMD, MOULD BAY AIRPORT                , UA,       12  ,0 3-93
710780,   56.87,  -101.08,  CYYL, LYNN LAKE AIRPORT                , MB,       357 ,0 Usr Rqst 8-02
710790,   55.75,   -97.87,  CYTH, THOMPSON ZOO                     , MB,       206 ,0 BOREAS 5-94
710810,   68.78,   -81.25,  CYUX, HALL BEACH AIRPORT               , UA,       8   ,0 3-93
710820,   82.50,   -62.33,  CWLT, ALERT                            , UA,       66  ,0 3-93
711080,   49.03,  -122.37,  CYXX, ABBOTSFORD AIRPORT               , BC,       58  ,0 METAR/TAF 2-99
711090,   50.68,  -127.37,  CYZT, PORT HARDY AIRPORT               , UA,       22  ,0 NA110
711190,   53.55,  -114.10,  CWSE, EDMONTON/STONY PLAI              , UA,       766 ,0 NA110 FOUS(YEG)
711230,   53.30,  -113.58,  CYEG, EDMONTON INTL ARPT               , AB,       723 ,0 METAR/TAF 2-99
711250,   54.13,  -108.52,  CYLJ, MEADOW LAKE AIRPORT              , SA,       480 ,0 BOREAS 5-94
711280,   50.27,  -111.18,  YSD , FIELD                            , AB,       770 ,0
711300,   53.33,  -104.00,  CYBU, NIPAWIN AIRPORT                  , SA,       374 ,0 BOREAS 5-94
711510,   46.90,   -71.50,  CWQG, VALCARTIER                       , UA,       168 ,0 FOUS(YQB) 3-93
711970,   47.57,   -59.17,  CWZB, PORT-AUX-BASQUES                 , UA,       40  ,0 2-95
712030,   49.95,  -119.40,  CWLW, KELOWNA                          , UA,       456 ,0 NA110 2-95
712220,   58.42,  -130.00,  CWKX, DEASE LAKE CS                    , BC,       816 ,0 FOUS FOUS
712630,   43.17,   -79.93,  CYHM, HAMILTON AIRPORT                 , ON,       237 ,0 11-00
713680,   43.47,   -80.38,  CYKF, WATERLOO WELL                    , ON,       317 ,0 Usr Rqst 6-02
713950,   44.88,   -63.50,  CYHZ, HALIFAX INTL ARPT                , NS,       145 ,0 METAR/TAF 2-99
713970,   44.98,   -64.92,  CYZX, GREENWOOD (CAN-MIL)              , NS,       28  ,0 Usr Rqst 3-05
713990,   43.72,   -65.25,  CWOS, SHELBURNE                        , NS,       30  ,0
714963,   65.77,  -111.25,  CYWO, LUPIN ARPT (SAWR)                , NT,       494 ,0 MAGS 9-95
715380,   42.27,   -82.97,  CYQG, WINDSOR AIRPORT                  , ON,       190 ,0 METAR/TAF 2-99
716000,   43.93,   -60.02,  CWSA, SABLE ISLAND                     , NS,       4   ,0 NA110
716010,   44.63,   -63.50,  CYAW, SHEARWATER(CAN-MIL)              , NS,       51  ,0
716030,   43.87,   -66.10,  CYQI, YARMOUTH                         , UA,       9   ,0 NA110 3-93
716090,   45.32,   -65.88,  CYSJ, SAINT JOHN AIRPORT               , NB,       109 ,0 Usr Rqst 4-05
716230,   43.03,   -81.15,  CYXU, LONDON AIRPORT                   , ON,       278 ,0 11-00
716240,   43.67,   -79.63,  CYYZ, TORONTO/PEARSON                  , ON,       173 ,0 3-93
716250,   45.95,   -77.32,  CYWA, PETAWAWA A ONT                   , UA,       130 ,0 3-93
716270,   45.47,   -73.75,  CYUL, MONTREAL/DORVAL                  , QB,       36  ,0 METAR/TAF 2-99
716278,   45.68,   -74.03,  CYMX, MONTREAL/MIRABEL                 , QB,       82  ,0
716280,   45.32,   -75.67,  CYOW, OTTAWA INTL AIRPORT              , ON,       114 ,0 FOUS 3-93
716290,   44.23,   -78.37,  CYPQ, PETERBOROUGH AIRPORT             , ON,       191 ,0 11-00
716300,   44.97,   -79.30,  CYQA, MUSKOKA AIRPORT                  , ON,       282 ,0 11-00
716330,   44.75,   -81.10,  CYVV, WIARTON AIRPORT                  , ON,       222 ,0 11-00
717010,   45.83,   -66.43,  CYCX, GAGETOWN (CAN-MIL)               , UA,       51  ,0
717050,   46.12,   -64.68,  CYQM, MONCTON AIRPORT                  , NB,       71  ,0 Usr Rqst 4-05
717060,   46.28,   -63.13,  CYYG, CHARLOTTETOWN ARPT               , PE,       54  ,0 Usr Rqst 4-05
717070,   46.17,   -60.05,  CYQY, SYDNEY AIRPORT                   , NS,       62  ,0 METAR/TAF 2-99
717140,   46.80,   -71.40,  YQB , BEC                              , PQ,       73  ,0
717220,   46.38,   -75.97,  CWMW, MANIWAKI                         , UA,       170 ,0 NA110 FOUS(YMW)
717250,   48.05,   -77.78,  CYVO, VAL D'OR                         , PQ,       337 ,0 3-93
717310,   46.37,   -79.42,  CYYB, NORTH BAY                        , ON,       371 ,0 FOUS 3-93
717380,   47.97,   -84.78,  CYXZ, WAWA AIRPORT                     , ON,       287 ,0 3-93
717390,   48.57,   -81.37,  CYTS, TIMMINS AIRPORT                  , ON,       295 ,0 3-93
717460,   52.23,   -87.88,  CYLH, LANSDOWNE HOUSE                  , ON,       242 ,0 FOUS 3-93
717490,   48.37,   -89.32,  CYQT, THUNDER BAY AIRPORT              , ON,       199 ,0 FOUS 3-93
717990,   48.65,  -123.43,  CYYJ, VICTORIA INTL ARPT               , BC,       19  ,0 METAR/TAF 2-99
718010,   47.62,   -52.73,  CYYT, SAINT JOHN'S ARPT                , UA,       140 ,0 NA110 METAR 2-99
718030,   48.95,   -54.57,  CYQX, GANDER INTL AIRPORT              , NF,       151 ,0 METAR/TAF 2-99
718090,   49.22,   -57.40,  CYDF, DEER LAKE                        , NF,       22  ,0 Usr Rqst 12-03
718110,   50.22,   -66.27,  CYZV, SEPT-ILES AIRPORT                , UA,       55  ,0 NA110
718150,   48.53,   -58.55,  CYJT, STEPHENVILLE ARPT                , UA,       26  ,0 NA110
718160,   53.32,   -60.42,  CYYR, GOOSE BAY AIRPORT                , UA,       49  ,0 NA110 METAR 2-99
718220,   49.77,   -74.53,  CYMT, CHIBOUGAMAU-CHAPAIS              , QB,       387 ,0 3-93
718230,   53.75,   -73.67,  CYAH, LA GRANDE IV ARPT                , UA,       306 ,0 NA110 3-93
718340,   49.78,   -86.93,  CYGQ, GERALDTON AIRPORT                , ON,       1151,0 11-00
718360,   51.27,   -80.65,  CWZC, MOOSONEE (SAWR)                  , UA,       10  ,0 NA110
718365,   51.28,   -80.60,  CYMO, MOOSONEE AIRPORT                 , ON,       29  ,0 11-00
718454,   51.45,   -90.20,  CYPL, PICKLE LAKE(MAN)                 , UA,       386 ,0 NA110 3-93
718480,   53.83,   -89.87,  CYTL, BIG TROUT LAKE                   , ON,       210 ,0 11-00
718500,   49.78,   -94.37,  CYQK, KENORA AIRPORT                   , ON,       1348,0 11-00
718520,   49.90,   -97.23,  CYWG, WINNIPEG INTL ARPT               , MN,       239 ,0 FOUS 3-93
718530,   49.78,   -99.65,  CWLO, CAMP SHILO                       , UA,       373 ,0
718575,   54.68,  -101.68,  CYFO, FLIN FLON AIRPORT                , MN,       304 ,0 BOREAS 5-94
718630,   50.43,  -104.67,  CYQR, REGINA AIRPORT                   , SA,       577 ,0 FOUS 3-93
718660,   52.17,  -106.68,  CYXE, SASKATOON AIRPORT                , UA,       504 ,0 5-94
718670,   53.97,  -101.10,  CYQD, THE PAS AIRPORT                  , UA,       271 ,0 NA110 FOUS
718690,   53.22,  -105.68,  CYPA, PRINCE ALBERT ARPT               , SA,       428 ,0 FOUS 3-93
718720,   50.02,  -110.72,  CYXH, MEDICINE HAT ARPT                , AB,       716 ,0 3-93
718740,   49.63,  -112.80,  YQL , LETHBRIDGE AIRPORT               , AB,       929 ,0 Usr Rqst 4-02
718770,   51.12,  -114.02,  CYYC, CALGARY INTNL ARPT               , AB,       1084,0 FOUS
718800,   49.62,  -115.78,  CYXC, CRANBROOK                        , BC,       939 ,0 FOUS 3-93
718840,   49.30,  -117.63,  CYCG, CASTLEGAR AIRPORT                , BC,       495 ,0 FOUS 3-93
718920,   49.18,  -123.17,  CYVR, VANCOUVER INTL ARPT              , BC,       2   ,0 FOUS 3-93
718930,   49.72,  -124.90,  CYQQ, COMOX (CAN-MIL)                  , BC,       24  ,0 METAR/TAF 2-99
718960,   53.88,  -122.68,  CYXS, PRINCE GEORGE ARPT               , UA,       691 ,0 NA110 FOUS
719060,   58.10,   -68.42,  CYVP, KUUJJUAQ AIRPORT                 , UA,       37  ,0 NA110
719070,   58.45,   -78.12,  CWPH, INUKJUAK                         , UA,       253 ,0 NA110
719090,   63.75,   -68.53,  CYFB, FROBISHER/IQALUIT                , UA,       34  ,0 3-93 METAR 2-99
719130,   58.75,   -94.07,  CYYQ, CHURCHILL AIRPORT                , UA,       29  ,0 NA110
719150,   64.20,   -83.37,  CYZS, CORAL HARBOUR ARPT               , UA,       64  ,0 3-93
719170,   79.98,   -85.93,  CWEU, EUREKA                           , UA,       10  ,0 3-93
719200,   57.35,  -107.13,  CWFN, CREE LAKE (MAPS)                 , SA,       495 ,0 MAGS 9-95
719240,   74.72,   -94.95,  CYRB, RESOLUTE BAY                     , UA,       40  ,0 3-93
719250,   69.10,  -105.12,  CYCB, CAMBRIDGE BAY ARPT               , UA,       27  ,0 3-93
719260,   64.30,   -96.00,  CYBK, BAKER LAKE                       , UA,       49  ,0 3-93
719310,   54.77,  -112.02,  CWLB, LAC LA BICHE (MARS)              , AB,       567 ,0 MAGS 9-95
719340,   60.02,  -111.95,  CYSM, FORT SMITH AIRPORT               , UA,       203 ,0 NA110
719360,   62.50,  -114.40,  CYZF, YELLOW KNIFE                     , NT,       270 ,0 GCIP 5-94
719450,   58.83,  -122.58,  CYYE, FORT NELSON AIRPORT              , UA,       382 ,0 NA110
719460,   61.80,  -121.20,  CYFS, FORT SIMPSON                     , NT,       152 ,0 GCIP 5-94
719530,   60.12,  -128.82,  CYQH, WATSON LAKE AIRPORT              , YK,       690 ,0 MAGS 9-95
719570,   68.32,  -133.53,  CYEV, INUVIK                           , UA,       103 ,0 ALA23 3-93
719640,   60.72,  -135.07,  CYXY, WHITEHORSE AIRPORT               , YK,       703 ,0 ALA23 FOUS
719660,   64.05,  -139.13,  CYDA, DAWSON AIRPORT                   , YK,       369 ,0 MAGS
719665,   67.57,  -139.82,  CYOC, OLD CROW AIRPORT                 , YK,       251 ,0
722010,   24.55,   -81.75,  KEYW, KEY WEST INTL ARPT               , UA,       6   ,0 NA110 TAF 2-99
722016,   24.73,   -81.05,  KMTH, MARATHON AIRPORT (ASOS)          , FL,       2   ,0 TAF 8-09
722020,   25.82,   -80.28,  KMIA, MIAMI INTL AIRPORT               , FL,       4   ,0 FOUS TAF 2-99
722024,   25.90,   -80.28,  KOPF, MIAMI/OPA LOCKA                  , FL,       3   ,0 METAR/TAF 2-99
722025,   26.07,   -80.15,  KFLL, FT LAUDERDALE/HOLLY              , FL,       7   ,0 TAF 2-99
722029,   25.65,   -80.43,  KTMB, MIAMI/KENDALL-TAMIA              , FL,       3   ,0 METAR/TAF 2-99
722030,   26.68,   -80.12,  KPBI, WEST PALM BEACH                  , UA,       6   ,0 NA110 TAF 2-99
722039,   26.20,   -80.17,  KFXE, FORT LAUDERDALE                  , FL,       4   ,0 METAR/TAF 2-99
722040,   28.10,   -80.65,  KMLB, MELBOURNE REGIONAL               , FL,       11  ,0 TAF 2-99
722045,   27.65,   -80.42,  KVRB, VERO BEACH MUNI                  , FL,       8   ,0 TAF 2-99
722050,   28.43,   -81.32,  KMCO, ORLANDO JETPORT                  , FL,       32  ,0 2-95 TAF 2-99
722056,   29.18,   -81.05,  KDAB, DAYTONA BEACH RGNL               , FL,       11  ,0 TAF 2-99
722060,   30.50,   -81.69,  KJAX, JACKSONVILLE INTL                , FL,       9   ,0 TAF 2-99
722067,   30.22,   -81.88,  KVQQ, CECIL FIELD NAS                  , FL,       25  ,0 TAF 8-09
722070,   32.13,   -81.19,  KSAV, SAVANNAH MUNICIPAL               , GA,       15  ,0 FOUS 3-93 TAF 2-99
722079,   32.22,   -80.70,  KHXD, HILTON HEAD (AWOS)               , SC,       6   ,0 TAF 8-09
722080,   32.90,   -80.03,  KCHS, CHARLESTOWN MUNI                 , UA,       15  ,0 NA110 FOUS TAF 2-99
722100,   27.70,   -82.38,  TBW , TAMPA                            , UA,       13  ,0 NA110
722103,   27.50,   -80.37,  KFPR, FT PIERCE/ST LUCIE               , FL,       7   ,0 METAR/TAF 2-99
722106,   26.58,   -81.87,  KFMY, FORT MYERS/PAGE FLD              , FL,       5   ,0 3-93 TAF 2-99
722108,   26.53,   -81.75,  KRSW, FT MYERS/SW FLORIDA              , FL,       9   ,0 TAF 2-99
722110,   27.97,   -82.53,  KTPA, TAMPA INTL AIRPORT               , FL,       3   ,0 TAF 2-99
722115,   27.40,   -82.55,  KSRQ, SARASOTA-BRADENTON               , FL,       9   ,0 TAF 2-99
722116,   27.92,   -82.68,  KPIE, SAINT PETERSBURG                 , FL,       3   ,0 TAF 2-99
722120,   29.62,   -83.10,  CTY , CROSS CITY ARPT (ASOS)           , FL,       12  ,0 3-93
722130,   31.25,   -82.40,  KAYS, WAYCROSS/WARE CO.                , UA,       46  ,0 FORMER NA110
722136,   31.25,   -81.47,  KBQK, BRUNSWICK/GLYNCO                 , GA,       8   ,0 METAR/TAF 2-99
722137,   31.15,   -81.37,  KSSI, BRUNSWICK/MALCOLM                , GA,       6   ,0 TAF 2-99
722140,   30.38,   -84.37,  KTLH, TALLAHASSEE RGNL                 , UA,       21  ,0 NA110 FOUS TAF 2-99
722146,   29.68,   -82.27,  KGNV, GAINESVILLE RGNL                 , FL,       46  ,0 TAF 2-99
722150,   33.36,   -84.57,  FFC , PEACHTREE CITY/FALCON            , GA,       246 ,0 NEW UPA
722160,   31.53,   -84.18,  KABY, ALBANY MUNICIPAL                 , GA,       59  ,0 TAF 2-99
722166,   30.78,   -83.28,  KVLD, VALDOSTA REGIONAL                , GA,       62  ,0 TAF 2-99
722170,   32.70,   -83.65,  KMCN, MACON/LEWIS WILSON               , GA,       110 ,0 TAF 2-99
722180,   33.37,   -81.97,  KAGS, AUGUSTA/BUSH FIELD               , GA,       45  ,0 TAF 2-99
722190,   33.65,   -84.42,  KATL, ATLANTA INTL ARPT                , GA,       315 ,0 FOUS TAF 2-99
722195,   33.78,   -84.52,  KFTY, ATLANTA/FULTON CO.               , GA,       256 ,0 TAF 2-99
722196,   33.88,   -84.30,  KPDK, ATLANTA/DEKALB                   , GA,       305 ,0 METAR/TAF 2-99
722200,   29.73,   -84.98,  AQQ , APALACHICOLA                     , FL,       7   ,0
722210,   30.56,   -85.92,  VPS , EGLIN AFB                        , UA,       68  ,0 WSR88D FOUS 3-93
722223,   30.47,   -87.18,  KPNS, PENSACOLA REGIONAL               , FL,       37  ,0 TAF 2-99
722230,   30.68,   -88.25,  KMOB, MOBILE/BATES FIELD               , AL,       67  ,0 FOUS TAF 2-99
722235,   30.63,   -88.07,  KBFM, MOBILE DOWNTOWN (ASOS)           , AL,       8   ,0 TAF 8-09
722245,   30.22,   -85.68,  KPFN, PANAMA CITY/BAY CO.              , FL,       6   ,0 TAF 2-99
722250,   32.33,   -84.83,  LSF , FORT BENNING                     , GA,       130 ,0 FOUS
722255,   32.52,   -84.93,  KCSG, COLUMBUS METRO ARPT              , GA,       121 ,0 TAF 2-99
722260,   32.30,   -86.40,  KMGM, MONTGOMERY/DANNELLY              , AL,       62  ,0 3-93 TAF 2-99
722268,   31.32,   -85.45,  KDHN, DOTHAN MUNICIPAL                 , AL,       122 ,0 TAF 2-99
722280,   33.57,   -86.75,  KBHM, BIRMINGHAM MUNI                  , AL,       192 ,0 TAF 2-99
722286,   33.22,   -87.62,  KTCL, TUSCALOOSA MUNI                  , AL,       52  ,0 TAF 2-99
722287,   33.58,   -85.85,  KANB, ANNISTON/CALHOUN CO              , AL,       186 ,0 TAF 2-99
722290,   32.90,   -87.25,  KCKL, CENTREVILLE/BIBB CO              , UA,       140 ,0 FORMER NA110
722300,   33.17,   -86.77,  BMX , SHELBY COUNTY ARPT               , AL,       178 ,0 NEW UPA
722310,   29.98,   -90.25,  KMSY, NEW ORLEANS/MOISANT              , LA,       9   ,0 FOUS TAF 2-99
722314,   30.03,   -91.88,  KARA, NEW IBERIA/ACADIANA              , LA,       7   ,0 TAF 8-09
722315,   30.05,   -90.03,  KNEW, NEW ORLEANS/LAKEFRO              , LA,       3   ,0 METAR/TAF 2-99
722317,   30.53,   -91.15,  KBTR, BATON ROUGE/RYAN                 , LA,       21  ,0 3-93 TAF 2-99
722330,   30.33,   -89.82,  6RO , SLIDELL                          , UA,       8   ,0 NA110
722340,   32.33,   -88.75,  KMEI, MERIDIAN/KEY FIELD               , MS,       94  ,0 3-93 TAF 2-99
722348,   31.47,   -89.33,  KPIB, PINE BELT RGNL AWOS              , MS,       91  ,0 TAF 2-99
722350,   32.32,   -90.08,  KJAN, JACKSON/THOMPSON                 , UA,       101 ,0 NA110 FOUS TAF 2-99
722356,   33.48,   -90.98,  KGLH, GREENVILLE MUNI                  , MS,       40  ,0 3-93 TAF 2-99
722358,   31.18,   -90.47,  KMCB, MCCOMB/LEWIS FIELD               , MS,       126 ,0 TAF 2-99
722359,   33.50,   -90.08,  KGWO, GREENWOOD/LEFLORE                , MS,       47  ,0 TAF 2-99
722390,   31.05,   -93.20,  KPOE, FORT POLK (ARMY)                 , LA,       100 ,0 Usr Rqst 8-09
722400,   30.12,   -93.22,  KLCH, LAKE CHARLES MUNI                , UA,       10  ,0 NA110 FOUS TAF 2-99
722405,   30.20,   -91.98,  KLFT, LAFAYETTE REGIONAL               , LA,       13  ,0 TAF 2-99
722410,   29.95,   -94.02,  KBPT, BEAUMONT/PORT ARTHU              , TX,       7   ,0 TAF 2-99
722420,   29.30,   -94.80,  KGLS, GALVESTON/SCHOLES                , TX,       16  ,0 TAF 2-99
722430,   29.97,   -95.35,  KIAH, HOUSTON/INTERCONTIN              , TX,       33  ,0 FOUS TAF 2-99
722435,   29.65,   -95.28,  KHOU, HOUSTON/WILL HOBBY               , TX,       14  ,0 TAF 2-99
722445,   30.58,   -96.37,  KCLL, COLLEGE STATION                  , TX,       98  ,0 3-93 TAF 2-99
722446,   31.23,   -94.75,  KLFK, LUFKIN/ANGELINA CO.              , TX,       88  ,0 3-93 TAF 2-99
722448,   32.34,   -95.40,  KTYR, TYLER/POUNDS FLD                 , TX,       166 ,0 TAF 2-99
722470,   32.34,   -94.65,  KGGG, LONGVIEW/GREGG CO.               , UA,       124 ,0 FORMER NA110 TAF 2-99
722480,   32.47,   -93.82,  KSHV, SHREVEPORT REGIONAL              , LA,       79  ,0 WSR88D FOUS TAF 2-99
722486,   32.52,   -92.03,  KMLU, MONROE REGIONAL                  , LA,       24  ,0 M. Foster 2-99 TAF 2-99
722487,   31.40,   -92.30,  KESF, ALEXANDRIA/ESLER                 , LA,       34  ,0 TAF 2-99
722490,   32.83,   -97.30,  FWD , FORT WORTH                       , TX,       171 ,0 NEW UPA
722500,   25.90,   -97.43,  KBRO, BROWNSVILLE INTL                 , UA,       6   ,0 NA110 FOUS TAF 2-99
722505,   26.23,   -97.65,  KHRL, HARLINGEN INTL ARPT              , TX,       11  ,0 TAF 2-99
722506,   26.18,   -98.23,  KMFE, MCALLEN/MILLER INTL              , TX,       33  ,0 TAF 2-99
722510,   27.77,   -97.50,  KCRP, CORPUS CHRISTI INTL              , UA,       13  ,0 NA110 WSR88D TAF 2-99
722517,   27.73,   -98.03,  KALI, ALICE INTL AIRPORT               , TX,       54  ,0 TAF 2-99
722520,   27.55,   -99.47,  KLRD, LAREDO INTL AIRPORT              , TX,       155 ,0 TAF 2-99
722527,   29.12,   -95.47,  KLBX, ANGLETON/LAKE JACKS              , TX,       8   ,0 TAF 8-09
722530,   29.53,   -98.47,  KSAT, SAN ANTONIO INTL                 , TX,       242 ,0 TAF 2-99
722540,   30.30,   -97.70,  KAUS, AUSTIN/MUELLER MUNI              , TX,       189 ,0 TAF 2-99
722550,   28.85,   -96.92,  KVCT, VICTORIA REGIONAL                , TX,       36  ,0 TAF 2-99
722560,   31.62,   -97.22,  KACT, WACO-MADISON COOPER              , TX,       155 ,0 TAF 2-99
722576,   31.07,   -97.83,  KGRK, FORT HOOD/GRAY AAF               , TX,       309 ,0 TAF 8-09
722583,   32.84,   -96.85,  KDAL, DALLAS/LOVE FIELD                , TX,       148 ,0 TAF 2-99
722587,   33.63,   -95.45,  PRX , PARIS/COX FIELD                  , TX,       167 ,0 3-93
